사업번호,사업명,시작연도,종료연도,사업개요서링크
2013-00087,스리랑카 콜롬보 첨단 교통관리 시스템 구축 기술지원사업('13-'17/2...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00087
2013-00084,"몽골 광물자원개발, 인프라구축 및 재원조달을 위한 마스터플랜수립사업('1...",2013,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00084
2013-00082,모로코 무역역량 강화사업('13-'17/295만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00082
2013-00078,콜롬비아 과학기술혁신단지 역량강화를 위한 마스터플랜 구축사업('13-'1...,2013,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00078
2013-00077,"몽골 울란바타르시 1:1,000 지형도제작 2차사업('13-'15/320...",2013,2015,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00077
2013-00073,네팔 의료보험 제도구축 지원사업('13-'20/450만불)...,2013,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00073
2013-00069,르완다 야루구루 농촌종합개발사업('13-'18/500만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00069
2013-00066,우즈베키스탄 나보이 지역 조림사업('13-'17/250만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00066
2013-00065,엘살바도르 El Porvenir 지역 주민공동체 기반 지속가능한 농촌개발...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00065
2013-00064,볼리비아 고원지역 농업기계화 및 농민 역량강화를 통한 생산성증대 지원사업...,2013,2025,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00064
2013-00063,몽골 친환경 농업생산성 향상 지원사업('13-'15/160만불)...,2013,2015,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00063
2013-00062,몽골 농식품 안전관리 역량강화사업('13-'15/100만불)...,2013,2015,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00062
2013-00061,필리핀 우량 벼종자 생산 및 보급 역량강화 사업('13-'17/400만불...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00061
2013-00060,필리핀 퀴리노주 농업종합개발사업 ('13-'17/500만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00060
2013-00059,파키스탄 국립섬유대학 산업용섬유센터 설립사업('13-'17/300만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00059
2013-00054,"캄보디아 민간항공 관리역량 제고 및 교육센터 건립사업('13-'18/1,...",2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00054
2013-00051,우즈베키스탄 전염성 질병 관리역량강화사업 ('13-'19/600만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00051
2013-00050,이라크 KRG 쿠르드 공무원교육원(KIPA) 역량강화지원사업('13-'1...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00050
2013-00047,르완다 ICT 혁신 역량강화 사업('13-'19/560만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00047
2013-00044,네팔 정보재난복구센터 구축사업('13-'21/547만불) ...,2013,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00044
2013-00042,온두라스 치안역량강화사업('13-'21/550만불)...,2013,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00042
2013-00041,몽골 출입국 관리 및 보안 시스템 현대화 사업('13-'16/700만불)...,2013,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00041
2013-00040,몽골 국회 의정활동 지원시스템 구축사업('13-'15/350만불)...,2013,2015,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00040
2013-00039,몽골 국유재산관리 정보화시스템 구축사업('13-'15/100만불)...,2013,2015,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00039
2013-00038,인도네시아 IT 행정 역량강화사업('13-'17/370만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00038
2013-00036,베트남 법원연수원 역량강화사업('13- '17/954만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00036
2013-00034,팔레스타인 제닌 청소년센터 건립사업('13-'18/360만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00034
2013-00033,팔레스타인 바이오 연구센터 설립사업('13-'19/300만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00033
2013-00032,"이라크 KRG 아르빌, 할랍자 교육환경 개선사업('13-'19/940만불...",2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00032
2013-00031,이라크 국립대학 및 정부기관 어학실습실 구축사업('13-'21/698만불...,2013,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00031
2013-00030,르완다 키추키로 종합기술훈련원 2차지원사업('13-'18/530만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00030
2013-00029,모잠비크 마톨라 산업학교 역량강화사업('13-'18/745만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00029
2013-00028,에티오피아 아다마 과학기술대학 ICT 교육역량강화사업('13-'17/55...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00028
2013-00027,에티오피아 티그라이주 직업훈련학교 건립사업('13-'19/687만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00027
2013-00026,에티오피아 오로미아주 라디오방송을 통한 초등교육역량강화사업('13-'22...,2013,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00026
2013-00024,스리랑카 기능대학(CoT) 및 훈련원(TC) 자동차공과 개선사업('13-...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00024
2013-00022,우즈베키스탄 사마르칸트 직업훈련교육 역량강화사업('13-'17/640만불...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00022
2013-00020,아이티 까라꼴 의류기술 훈련원 건립사업('13-'17/373만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00020
2013-00019,방글라데시 화학산업 기술훈련원 역량강화사업(`13-`18/500만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00019
2013-00018,베트남 중부고원 소수민족 청소년 직업대학 향상사업('13-'17/500만...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00018
2013-00017,베트남 산업안전보건 훈련센터 개발 역량강화사업('13-'17/340만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00017
2013-00016,팔레스타인 국립 약물중독 재활치료센터 설립사업('13-'19/500만불)...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00016
2013-00015,에티오피아 SNNPR 구라게존 식수위생환경 개선사업('13-'19/900...,2013,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00015
2013-00014,에티오피아 인구 및 생식보건 인식개선 캠페인 지원사업('13-'18/65...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00014
2013-00013,가나 볼타지역 모자보건 개선사업('13-'17/600만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00013
2013-00012,네팔 무구지역 모자보건환경 개선사업('13-'21/540만불) ...,2013,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00012
2013-00010,라오스 통합모자보건 및 소아과 의료인력 교육사업('13-'18/950만불...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00010
2013-00009,엘살바도르 한-엘 의료센터 건립사업('13-'20/355만불)...,2013,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00009
2013-00008,파라과이 산빠블로 모자병원 역량강화사업('13-'20/847만불)...,2013,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00008
2013-00007,볼리비아 엘알또 한국병원 3차 지원사업('13-'22/970만불)...,2013,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00007
2013-00006,페루 파차쿠텍 보건의료 역량강화사업('13-'20/347만불)...,2013,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00006
2013-00005,페루 찬차마요 보건의료 역량강화사업('13-'18/279만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00005
2013-00004,페루 리마 및 까야오 건강증진 프로그램('13-'18/785만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00004
2013-00003,필리핀 일로일로주 지역보건 역량강화사업('13-'17/700만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00003
2013-00001,캄보디아 국립소아병원 기능개선사업('13-'18/728만불)...,2013,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2013-00001
2012-00029,인도네시아 팔렘방시 배수시설 개선을 위한 마스터플랜 및 타당성조사사업('...,2012,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2012-00029
2012-00010,방글라데시 사이버범죄수사 역량강화사업('12-'17/300만불)...,2012,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2012-00010
2012-00009,방글라데시 도로교통공단 교통행정정보 전산화사업('12-'17/270만불)...,2012,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2012-00009
2012-00006,에티오피아 참전용사후손 직업역량배양사업('12-'18/900만불)...,2012,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2012-00006
2012-00001,"방글라데시 간호전문 대학원 설립사업('12-'19/1,375만불)...",2012,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2012-00001
2011-00073,우즈베키스탄 배전손실감소 마스터플랜 수립 및 AMR 시범사업('11-'1...,2011,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00073
2011-00063,콜롬비아 산업클러스터 기반 중소기업 생산경쟁력 강화사업('11-'19/3...,2011,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00063
2011-00056,우즈베키스탄 시범온실 지원사업('11-'14/400만불)...,2011,2014,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00056
2011-00055,콜롬비아 농촌지역 빈곤퇴치사업('11-'17/500만불)...,2011,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00055
2011-00054,볼리비아 추키사카주 저수용댐 축조 및 관개수로 건설사업('11-'23/1...,2011,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00054
2011-00052,우간다 농업지도자연수원 건립사업('11-'17/440만불)...,2011,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00052
2011-00051,우간다 과일가공공장 건립사업('11-'19/800만불)...,2011,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00051
2011-00050,수단 농업기술훈련원 건립사업('11-'18/666만불)...,2011,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00050
2011-00048,앙골라 수산자원 조성기술 역량강화사업('11-'18/645만불)...,2011,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00048
2011-00044,미얀마 농산물 수확후 기술관리 지원사업('11-'14/350만불)...,2011,2014,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00044
2011-00043,몽골 할흐골 시범농장 개발사업('11-'14/400만불)...,2011,2014,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00043
2011-00041,몽골 울란바타르시 지역난방 및 용수공급시스템 개선 2차사업('11-'13...,2011,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00041
2011-00039,우즈베키스탄 도시계획 지리정보 훈련센터 지원사업('11-'13/150만불...,2011,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00039
2011-00031,몽골 국가등록제도 완비사업('11-'12/400만불)...,2011,2012,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00031
2011-00030,몽골 울란바타르시 토지정보통합시스템 구축사업('11-'13/270만불)...,2011,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00030
2011-00029,우즈베키스탄 타슈켄트 2개 대학 전자도서관 구축사업('11-'13/250...,2011,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00029
2011-00024,우간다 직업훈련원 건립사업('11-'18/579만불)...,2011,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00024
2011-00023,에티오피아 아드와시 중학교 건립사업('11-'17/420만불)...,2011,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00023
2011-00012,과테말라 웨웨떼낭고주 식수공급 확대사업('11-'17/163만불)...,2011,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00012
2011-00011,과테말라 웨웨떼낭고주 국립병원 모자보건 역량강화사업('11-'18/510...,2011,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2011-00011
2010-00065,몽골 광해 실태조사 및 광해정보화 구축사업('10-'13/300만불)...,2010,2013,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2010-00065
2010-00020,몽골 한몽 기술대학교 역량강화사업('10-'16/576만불)...,2010,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2010-00020
2010-00010,볼리비아 오루로 보건의료시스템 향상 및 의료인력 역량강화사업('10-'1...,2010,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2010-00010
2009-00010,볼리비아 과라요스지역 상수도시설 구축사업('09-'14/458만불)...,2009,2014,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2009-00010
2008-00040,파라과이 아순시온시 취약아동 청소년 재활훈련원 건립사업('08-'10/1...,2008,2010,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2008-00040
2007-00015,"콜롬비아 한-콜롬비아 우호재활센터 건립사업('07-'16/1,150만불)...",2007,2016,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2007-00015
