사업번호,사업명,시작연도,종료연도,사업개요서링크
2019-00051,몽골 국립과학기술대학교 정보통신대학 역량강화사업('19-'24/600만불...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00051
2019-00050,몽골 UNICEF 지역사회기반 기후변화대응 WASH 사업('19-'22/...,2019,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00050
2019-00048,스리랑카 농산물 수출입 검역시스템 개선사업('19-'24/688만불) ...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00048
2019-00047,스리랑카 WFP 5개군 기후변화적응 기반 지역개발 사업('19-'22/6...,2019,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00047
2019-00045,파키스탄 태양전지모듈 인증시험소 설립사업('19-'23/950만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00045
2019-00044,파키스탄 SDG 6 달성을 위한 수질모니터링 시스템 역량강화 사업('19...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00044
2019-00043,피지 기후변화 대응 보건역량강화 사업(WHO)('19-'24/641만불)...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00043
2019-00042,가나 센트럴 주 쌀가치사슬체계 향상 사업('19-'23/800만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00042
2019-00041,감비아 UNESCO 직업훈련을 통한 청년개발 사업('19-'22/220만...,2019,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00041
2019-00039,카메룬 농촌지역 식수위생 개선사업('19-'23/670만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00039
2019-00038,과테말라 GCF 서부고원지대 기후변화 복원력 강화사업(‘19-’25/50...,2019,2025,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00038
2019-00037,엘살바도르 국립보건교육센터 설립 및 보건교육 강화사업('19-'23/68...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00037
2019-00036,엘살바도르 치안역량강화 3차사업('19-'24/550만불)...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00036
2019-00035,코스타리카 기술혁신 기반 창업 및 산학협력 지원사업('19-'25/450...,2019,2025,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00035
2019-00034,콜롬비아 WFP 분쟁 피해지역 여성의 경제적 자립 및 권익 증진사업('1...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00034
2019-00033,파라과이 도로기술연구소 구축을 통한 도로기술역량강화사업('19-'23/4...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00033
2019-00032,"파라과이 항공 전문인력 역량강화사업('19-'23/1,113만불)...",2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00032
2019-00028,모로코 스마트 멀티마이크로그리드 R&D 역량강화 사업('19-'24/40...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00028
2019-00027,알제리 사이버 보안센터 설립 사업('19-'24/650만불)...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00027
2019-00025,이집트 지식재산권 자동화 시스템 개선사업('19-'23/290만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00025
2019-00023,튀니지 전자조달시스템 확대·개선사업('19-'23/250만불...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00023
2019-00016,키르기즈공화국 UNDP 소방구조 역량강화사업('19-'23/700만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00016
2019-00015,키르기즈공화국 유기농업정책 이행지원 및 역량강화 사업('19-'23/50...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00015
2019-00012,르완다 UNDP 유스 커넥트 이니셔티브 확대 지원사업('19-'22/80...,2019,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00012
2019-00011,모잠비크 직업훈련교육 역량강화사업('19-'23/700만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00011
2019-00009,수단 UNDP 리버나일주 태양광물펌프 설치를 통한 관개개발사업('19-'...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00009
2019-00008,에티오피아 SHaPE 2차사업 - 인구 생식보건 행동변화 및 서비스 증진...,2019,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00008
2019-00007,"에티오피아 통합적 식수위생환경 개선사업('19-'23/1,000만불)...",2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00007
2019-00006,우간다 UNDP 난민 및 지역 여성 역량강화사업('19-'23/700만불...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00006
2019-00005,우간다 지속가능 농촌개발 시범마을 확산 사업('19-'23/590만불)...,2019,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2019-00005
2017-12725,베트남 하노이 도시철도 8호선 건설 예비타당성조사(Pre-F/S) 사업(...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-12725
2017-07206,카메룬 전자조달시스템 구축 2차 사업('18-'24/560만불) ...,2018,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07206
2017-07196,우즈베키스탄 타슈켄트 정보통신대학교 통합교육정보화시스템 구축 및 보급 지...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07196
2017-07192,캄보디아 앙두엉병원 이비인후과(ENT) 역량강화사업('18-'22/800...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07192
2017-07188,"코트디부아르 아비장시 상수급수 연결 2차사업('18-'22/607만불)	...",2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07188
2017-07184,나이지리아 UNFPA 보르노주 여성 및 소녀를 위한 성생식 보건 및 젠더...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07184
2017-07156,팔레스타인 외교부 행정관리시스템 고도화 및 보안네트워크 구축사업('18-...,2018,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07156
2017-07139,우간다 UNICEF 카라모자지역 초중등학교 식수시설 보급 및 위생교육사업...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07139
2017-07123,르완다 전자영수증 발급 시스템 고도화 및 통합조세포털 구축사업('18-'...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07123
2017-07115,우즈벡 페르가나 직업훈련원 건립사업('18-'22/983만불)  ...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07115
2017-07113,미얀마 중앙 중추고속도로 타당성조사사업('18-'21/580만불) ...,2018,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07113
2017-07100,네팔 UNDP 과일 및 채소 가치사슬 개발 사업('18-'23/505만불...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07100
2017-07025,온두라스 교원 ICT 활용능력 강화사업('18-'23/180만불) ...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2017-07025
2016-20261,파라과이 바냐도수르 지역개발 마스터플랜 및 강변도로 지역 개발 상세계획 ...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20261
2016-20242,케냐 분고마주 체퓩-키바비 식수개발사업(`18-`23/600만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20242
2016-20238,베트남 해양환경관리 기반구축을 위한 역량강화 및 시범사업('18-'23/...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20238
2016-20236,베트남 사회주택 개발 종합정책수립사업('18-'21/300만불) ...,2018,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20236
2016-20226,피지 멜라네시아 신재생에너지 역량강화사업('18-'22/600만불)...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20226
2016-20206,방글라데시 청년창업 활성화를 위한 대학 창업교육 역량강화 지원사업('18...,2018,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20206
2016-20200,방글라데시 기술교육 및 청년취업 강화사업('18-'25/850만불)...,2018,2025,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20200
2016-20196,베트남 민간부문 투자활성화를 위한 투자정보시스템 구축사업('18-'23/...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20196
2016-20194,세네갈 UNICEF 영유아발달 지원사업('18-'23/495만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20194
2016-20192,세네갈 중부지역 모자보건체계 강화사업('18-'23/890만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20192
2016-20190,가나 글로벌보건안보구상(GHSA)강화사업('18-'23/750만불) ...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20190
2016-20182,아이티 UNDP 취약계층 여성역량강화 및 소득증진 사업('18-'24/4...,2018,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20182
2016-20176,도미니카공화국 미성년자 임신방지 및 여성보건환경개선 3차 사업('18-'...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20176
2016-20170,아제르바이잔 IOM 물공급시스템(카흐리즈) 구축 지원사업('18-'22/...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20170
2016-20158,스리랑카 북부주 킬리노치 지역 교육역량강화 사업('18-'22/750만불...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20158
2016-20150,필리핀 퀴리노주 농촌종합개발 2차 사업('18-'23/950만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20150
2016-20148,필리핀 UNICEF 생애초기 1000일간 영양개선사업('18-'22/60...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20148
2016-20134,콜롬비아 UNHCR 내전 피해 국내난민 정착지원 및 지속 가능 해결 방안...,2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20134
2016-20124,알제리 새우양식 사료 제조역량 강화 사업(`18-`23/357만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20124
2016-20110,탄자니아 잔지바르 중등교육 질 향상을 위한 통합적 교육환경 개선사업('1...,2018,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20110
2016-20102,파키스탄 UNESCO 소녀들의 기초교육권리 확충을 위한 교육역량 강화사업...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20102
2016-20098,인도네시아 경찰청 사이버 범죄수사역량강화사업('18-'23/510만불) ...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20098
2016-20076,라오스 사바나켓주 경제특구 개발을 위한 지리공간정보 기반 구축 및 역량강...,2018,2026,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20076
2016-20072,과테말라 중북부 지역 기후변화적응을 위한 복원력 강화 사업 ('18-'2...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20072
2016-20047,"볼리비아 UNICEF 코차밤바, 판도 주 원주민 지역사회 내 보건 및 교...",2018,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20047
2016-20041,이라크 쿠르드지방정부 공공조달 현대화 사업('18-'23/600만불)...,2018,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-20041
2016-00235,에티오피아 짐마지역 모성 및 신생아보건서비스 체계강화사업('16-'19/...,2016,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00235
2016-00234,우간다 이강가 카물리 지역아웃리치를 통한 모자보건 개선 사업('16-'1...,2016,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00234
2016-00233,케냐 카지아도주 모자보건 증진 및 보건인식 개선 강화 사업('16-'18...,2016,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00233
2016-00231,에티오피아 싱글윈도우사업(2단계)('17-'23/749만불)...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00231
2016-00230,미얀마 에야와디 델타 지역 농업 및 관개개발 마스터플랜 수립사업('17-...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00230
2016-00229,키르기즈공화국 새마을기반 지역개발 시범사업('17-'23/350만불)...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00229
2016-00228,니카라과 새마을기반 정책개발역량강화사업('17-`21/180만불) ...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00228
2016-00227,에티오피아 암하라주 새마을운동 사업('17-'22/437.3만불)...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00227
2016-00226,모로코 녹색기술 연구개발 종합지원사업('17-'23/800만불)...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00226
2016-00225,베트남 산업계 에너지 효율 투자 활성화 지원사업 ('17-'20/190만...,2017,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00225
2016-00223,스리랑카 해양대학교 발전 마스터플랜 수립 및 역량강화 사업('17-'22...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00223
2016-00222,타지키스탄 전력소외 지역 전력망 구축 사업('17-'21/600만불)...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00222
2016-00221,카리브해 해안리질리언스 강화를 위한 백사장 침식 모니터링 및 조사사업(&...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00221
2016-00220,엘살바도르 동부건조지역 수계 복원력증대를 통한 기후변화대응사업('17-'...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00220
2016-00219,페루 아마존지역 주민들의 삶의 질 개선을 위한 바이오 비즈니스 생산성 제...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00219
2016-00218,튀니지 남부지역 50MW 태양광발전소 건설 타당성조사 사업('17-'21...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00218
2016-00215,"요르단 자르카 기술고등학교 설립사업('17-'22/1,038만불)...",2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00215
2016-00214,볼리비아 고원지역 건강증진 및 삶의 질 향상 프로그램('17-'23/90...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00214
2016-00213,라오스 한-라 직업기술개발원 역량강화사업('17-'23/585만불) ...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00213
2016-00212,캄보디아 건강형평성 및 질 향상 프로그램('17-'22/700만불)...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00212
2016-00211,이란 국립 직업훈련교사 훈련원 현대화사업('17-'23/750만불)  ...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00211
2016-00210,니카라과 중등교사 ICT교육 역량강화 사업('17-'21/300만불) ...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00210
2016-00209,르완다 교사 및 예비교사 ICT 교육 역량강화사업('17-'23/730만...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00209
2016-00208,DR콩고 루붐바시 실험실 감염병 감시 및 진단 역량강화사업('17-'22...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00208
2016-00207,캄보디아 KOICA-GHSA 로드맵 수립 및 3대 행동계획 이행지원 사업...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00207
2016-00206,요르단 시리아 난민 밀집지역 취약계층 아동을 위한 3개 학교 건립사업('...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00206
2016-00205,가나 UNICEF 여성청소년 권익과 교육 및 보건 증진 사업('17-'2...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00205
2016-00204,필리핀 UNESCO 타클로반 지역 학교밖 소녀를 위한 교육사업('17-'...,2017,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00204
2016-00202,라오스 출입국관리 행정역량강화사업(2017-2023/860만불)  ...,2017,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00202
2016-00201,몽골 헌법재판소 정보화시스템 구축사업('17-'19/400만불)...,2017,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00201
2016-00200,우즈베키스탄 공공부문 혁신을 위한 국가행정아카데미 역량강화사업('17-'...,2017,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00200
2016-00099,탄자니아 UNESCO 교육을 통한 탄자니아 여성청소년 역량강화('16-'...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00099
2016-00098,네팔 UNESCO 포괄적 성교육 및 안전한 교육환경 구축을 통한 소녀 및...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00098
2016-00097,말리 UNESCO 교육을 통한 여성청소년 역량강화('16-'21/515만...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00097
2016-00096,키르기즈공화국 전자주민카드(e-NID) 도입 사업('16-'18/746만...,2016,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00096
2016-00090,남아공 새마을운동 DEEP사업('16-'20/150만불)...,2016,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00090
2016-00089,세네갈 농업기술학교 역량강화사업('14-'19/300만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00089
2016-00088,콜롬비아 과채류 시장경쟁력 강화사업('16-'21/400만불)...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00088
2016-00087,라오스 아시안하이웨이 라오스 구간(8번 국도) 개량 타당성조사 및 기본설...,2016,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00087
2016-00086,라오스 남능강 유역 통합수자원관리 마스터플랜 수립사업(‘16-’19/26...,2016,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00086
2016-00085,인도네시아 자카르타 수도권해안종합개발 컨설팅사업('14-'21/950만불...,2014,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00085
2016-00084,베트남 교통분야 DEEP사업('15-'20/500만불)...,2015,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00084
2016-00083,베트남 호치민시 메트로 5호선 2단계 타당성조사 사업('15-'17/50...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00083
2016-00082,카메룬 재생에너지개발 마스터플랜 수립사업('14-'18/200만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00082
2016-00081,페루 ICT 기반 혁신창업 활성화 지원사업('16-'24/800만불)...,2016,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00081
2016-00079,콜롬비아 자동차부품산업 경쟁력 강화사업(‘16-’20/520만불)...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00079
2016-00076,카메룬 전자정부 마스터플랜수립사업('15-'17/200만불)...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00076
2016-00075,미얀마 한따와디 신공항인근 및 양곤 남서부 지역개발 마스터플랜 수립사업(...,2015,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00075
2016-00074,미얀마 무역투자진흥기구 설립을 위한 마스터플랜 수립 및 무역투자 분야 인...,2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00074
2016-00073,튀니지 UNDP 민주적 거버넌스 및 공공책임성 강화사업('16-'20/4...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00073
2016-00072,이집트 한-이 기술대학 설립사업('16-'22/583만불)...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00072
2016-00071,캄보디아 새마을운동기반 캄퐁참 국립농업대학 교육 및 연구개발 혁신역량강화...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00071
2016-00068,필리핀 북부 일로일로 태풍피해 어항 복구사업('15-'24/748만불) ...,2015,2024,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00068
2016-00067,미얀마 농산물 유통센터 설립사업('16-'23/837만불)...,2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00067
2016-00066,세네갈 지속가능한 미곡 가치사슬 강화사업(‘16-’22/850만불)...,2016,2022,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00066
2016-00065,DR콩고 농촌지도역량강화사업('16-'23/800만불)...,2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00065
2016-00064,세네갈 농업생산성 증대사업('14-'19/300만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00064
2016-00062,솔로몬군도 국립대학교 수산인력양성 지원사업(‘14-’18/500만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00062
2016-00061,동티모르 국립수산양식기술원 지원사업('14-'19/600만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00061
2016-00060,탄자니아 잔지바 양식개발 지원사업('14-'19/360만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00060
2016-00058,미얀마 수확후 기술관리연구소 설립사업('14-'19/450만불)...,2014,2019,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00058
2016-00057,DR콩고 키치니 농촌종합개발사업('13-'17/300만불)...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00057
2016-00056,"미얀마 농촌공동체 개발사업('14-'20/2,200만불)...",2014,2020,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00056
2016-00055,미얀마 내수면 수산양식산업 기반조성 사업('14-'18/441만불)...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00055
2016-00054,미얀마 농업기계화를 위한 경지정리 및 농업기계훈련사업('13-'17/60...,2013,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00054
2016-00053,가나 농민협동조합 역량강화사업('16-'21/618만불)...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00053
2016-00052,"필리핀 UNDP 비사야스 동부사말지역 폐기물 관리, 직업훈련, 생계지원 ...",2014,2017,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00052
2016-00050,캄보디아 국가 지급결제시스템 구축사업('15-'20/800만불)...,2015,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00050
2016-00049,미얀마 태양광발전을 통한 전력소외지역 생활여건 개선사업(2014-2018...,2014,2018,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00049
2016-00048,"아제르바이잔 코자밴드지역 상하수도 시설 구축사업('16-'23/1,070...",2016,2023,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00048
2016-00047,우즈베키스탄 ICT 기반의 수자원정보화 마스터플랜 수립 및 시설기반강화 ...,2016,2021,https://www.oda.go.kr/opo/bsin/bsnsSumryDocDetail.do?P_BSNS_NO=2016-00047
